Folder,File name,Plain-language description,State/Region,Century,Emissions scenario,Season,Format,Date (file modified),Note
Mid-Century/Spring (MAM),MC_SSP245_Precip_Spring_Tennessee.aix,"Tennessee, Mid-Century, Intermediate emissions (SSP2-4.5), Spring (MAM)",Tennessee,Mid-Century,Intermediate emissions (SSP2-4.5),Spring (MAM),ArcGIS AIX data file,7/8/25,
Mid-Century/Spring (MAM),MC_SSP245_Precip_Spring_Tennessee.png,"Tennessee, Mid-Century, Intermediate emissions (SSP2-4.5), Spring (MAM)",Tennessee,Mid-Century,Intermediate emissions (SSP2-4.5),Spring (MAM),PNG preview image,7/7/25,
Mid-Century/Summer (JJA),MC_SSP245_Precip_Summer_Tennessee.aix,"Tennessee, Mid-Century, Intermediate emissions (SSP2-4.5), Summer (JJA)",Tennessee,Mid-Century,Intermediate emissions (SSP2-4.5),Summer (JJA),ArcGIS AIX data file,7/8/25,
Mid-Century/Summer (JJA),MC_SSP245_Precip_Summer_Tennessee.png,"Tennessee, Mid-Century, Intermediate emissions (SSP2-4.5), Summer (JJA)",Tennessee,Mid-Century,Intermediate emissions (SSP2-4.5),Summer (JJA),PNG preview image,7/7/25,
Mid-Century/Winter (DJF),MC_SSP245_Precip_Winter_Tennessee.aix,"Tennessee, Mid-Century, Intermediate emissions (SSP2-4.5), Winter (DJF)",Tennessee,Mid-Century,Intermediate emissions (SSP2-4.5),Winter (DJF),ArcGIS AIX data file,7/8/25,
Mid-Century/Winter (DJF),MC_SSP245_Precip_Winter_Tennessee.png,"Tennessee, Mid-Century, Intermediate emissions (SSP2-4.5), Winter (DJF)",Tennessee,Mid-Century,Intermediate emissions (SSP2-4.5),Winter (DJF),PNG preview image,7/7/25,
Mid-Century/Annual,MC_SSP245_Precip_Annual_Texas.ai,"Texas, Mid-Century, Intermediate emissions (SSP2-4.5), Annual",Texas,Mid-Century,Intermediate emissions (SSP2-4.5),Annual,Adobe Illustrator source,7/8/25,
Mid-Century/Annual,MC_SSP245_Precip_Annual_Texas.aix,"Texas, Mid-Century, Intermediate emissions (SSP2-4.5), Annual",Texas,Mid-Century,Intermediate emissions (SSP2-4.5),Annual,ArcGIS AIX data file,7/8/25,
Mid-Century/Annual,MC_SSP245_Precip_Annual_Texas.png,"Texas, Mid-Century, Intermediate emissions (SSP2-4.5), Annual",Texas,Mid-Century,Intermediate emissions (SSP2-4.5),Annual,PNG preview image,7/7/25,
Mid-Century/Fall (SON),MC_SSP245_Precip_Fall_Texas.aix,"Texas, Mid-Century, Intermediate emissions (SSP2-4.5), Fall (SON)",Texas,Mid-Century,Intermediate emissions (SSP2-4.5),Fall (SON),ArcGIS AIX data file,7/8/25,
Mid-Century/Fall (SON),MC_SSP245_Precip_Fall_Texas.png,"Texas, Mid-Century, Intermediate emissions (SSP2-4.5), Fall (SON)",Texas,Mid-Century,Intermediate emissions (SSP2-4.5),Fall (SON),PNG preview image,7/7/25,
Mid-Century/Spring (MAM),MC_SSP245_Precip_Spring_Texas.aix,"Texas, Mid-Century, Intermediate emissions (SSP2-4.5), Spring (MAM)",Texas,Mid-Century,Intermediate emissions (SSP2-4.5),Spring (MAM),ArcGIS AIX data file,7/8/25,
Mid-Century/Spring (MAM),MC_SSP245_Precip_Spring_Texas.png,"Texas, Mid-Century, Intermediate emissions (SSP2-4.5), Spring (MAM)",Texas,Mid-Century,Intermediate emissions (SSP2-4.5),Spring (MAM),PNG preview image,7/7/25,
Mid-Century/Summer (JJA),MC_SSP245_Precip_Summer_Texas.aix,"Texas, Mid-Century, Intermediate emissions (SSP2-4.5), Summer (JJA)",Texas,Mid-Century,Intermediate emissions (SSP2-4.5),Summer (JJA),ArcGIS AIX data file,7/8/25,
Mid-Century/Summer (JJA),MC_SSP245_Precip_Summer_Texas.png,"Texas, Mid-Century, Intermediate emissions (SSP2-4.5), Summer (JJA)",Texas,Mid-Century,Intermediate emissions (SSP2-4.5),Summer (JJA),PNG preview image,7/7/25,
Mid-Century/Winter (DJF),MC_SSP245_Precip_Winter_Texas.aix,"Texas, Mid-Century, Intermediate emissions (SSP2-4.5), Winter (DJF)",Texas,Mid-Century,Intermediate emissions (SSP2-4.5),Winter (DJF),ArcGIS AIX data file,7/8/25,
Mid-Century/Winter (DJF),MC_SSP245_Precip_Winter_Texas.png,"Texas, Mid-Century, Intermediate emissions (SSP2-4.5), Winter (DJF)",Texas,Mid-Century,Intermediate emissions (SSP2-4.5),Winter (DJF),PNG preview image,7/7/25,
Mid-Century/Annual,MC_SSP245_Precip_Annual_Vermont.aix,"Vermont, Mid-Century, Intermediate emissions (SSP2-4.5), Annual",Vermont,Mid-Century,Intermediate emissions (SSP2-4.5),Annual,ArcGIS AIX data file,8/14/25,
Mid-Century/Annual,MC_SSP245_Precip_Annual_Vermont.png,"Vermont, Mid-Century, Intermediate emissions (SSP2-4.5), Annual",Vermont,Mid-Century,Intermediate emissions (SSP2-4.5),Annual,PNG preview image,7/8/25,
Mid-Century/Fall (SON),MC_SSP245_Precip_Fall_Vermont.aix,"Vermont, Mid-Century, Intermediate emissions (SSP2-4.5), Fall (SON)",Vermont,Mid-Century,Intermediate emissions (SSP2-4.5),Fall (SON),ArcGIS AIX data file,8/14/25,
Mid-Century/Fall (SON),MC_SSP245_Precip_Fall_Vermont.png,"Vermont, Mid-Century, Intermediate emissions (SSP2-4.5), Fall (SON)",Vermont,Mid-Century,Intermediate emissions (SSP2-4.5),Fall (SON),PNG preview image,7/9/25,
Mid-Century/Spring (MAM),MC_SSP245_Precip_Spring_Vermont.aix,"Vermont, Mid-Century, Intermediate emissions (SSP2-4.5), Spring (MAM)",Vermont,Mid-Century,Intermediate emissions (SSP2-4.5),Spring (MAM),ArcGIS AIX data file,8/14/25,
Mid-Century/Spring (MAM),MC_SSP245_Precip_Spring_Vermont.png,"Vermont, Mid-Century, Intermediate emissions (SSP2-4.5), Spring (MAM)",Vermont,Mid-Century,Intermediate emissions (SSP2-4.5),Spring (MAM),PNG preview image,7/9/25,
Mid-Century/Summer (JJA),MC_SSP245_Precip_Summer_Vermont.aix,"Vermont, Mid-Century, Intermediate emissions (SSP2-4.5), Summer (JJA)",Vermont,Mid-Century,Intermediate emissions (SSP2-4.5),Summer (JJA),ArcGIS AIX data file,8/14/25,
Mid-Century/Summer (JJA),MC_SSP245_Precip_Summer_Vermont.png,"Vermont, Mid-Century, Intermediate emissions (SSP2-4.5), Summer (JJA)",Vermont,Mid-Century,Intermediate emissions (SSP2-4.5),Summer (JJA),PNG preview image,7/9/25,
Mid-Century/Winter (DJF),MC_SSP245_Precip_Winter_Vermont.aix,"Vermont, Mid-Century, Intermediate emissions (SSP2-4.5), Winter (DJF)",Vermont,Mid-Century,Intermediate emissions (SSP2-4.5),Winter (DJF),ArcGIS AIX data file,8/14/25,
Mid-Century/Winter (DJF),MC_SSP245_Precip_Winter_Vermont.png,"Vermont, Mid-Century, Intermediate emissions (SSP2-4.5), Winter (DJF)",Vermont,Mid-Century,Intermediate emissions (SSP2-4.5),Winter (DJF),PNG preview image,7/9/25,
Mid-Century/Annual,MC_SSP245_Precip_Annual_West Virginia.aix,"West Virginia, Mid-Century, Intermediate emissions (SSP2-4.5), Annual",West Virginia,Mid-Century,Intermediate emissions (SSP2-4.5),Annual,ArcGIS AIX data file,8/26/25,
Mid-Century/Annual,MC_SSP245_Precip_Annual_West Virginia.png,"West Virginia, Mid-Century, Intermediate emissions (SSP2-4.5), Annual",West Virginia,Mid-Century,Intermediate emissions (SSP2-4.5),Annual,PNG preview image,7/8/25,
Mid-Century/Fall (SON),MC_SSP245_Precip_Fall_West Virginia.aix,"West Virginia, Mid-Century, Intermediate emissions (SSP2-4.5), Fall (SON)",West Virginia,Mid-Century,Intermediate emissions (SSP2-4.5),Fall (SON),ArcGIS AIX data file,8/26/25,
Mid-Century/Fall (SON),MC_SSP245_Precip_Fall_West Virginia.png,"West Virginia, Mid-Century, Intermediate emissions (SSP2-4.5), Fall (SON)",West Virginia,Mid-Century,Intermediate emissions (SSP2-4.5),Fall (SON),PNG preview image,7/8/25,
Mid-Century/Spring (MAM),MC_SSP245_Precip_Spring_West Virginia.aix,"West Virginia, Mid-Century, Intermediate emissions (SSP2-4.5), Spring (MAM)",West Virginia,Mid-Century,Intermediate emissions (SSP2-4.5),Spring (MAM),ArcGIS AIX data file,8/26/25,
Mid-Century/Spring (MAM),MC_SSP245_Precip_Spring_West Virginia.png,"West Virginia, Mid-Century, Intermediate emissions (SSP2-4.5), Spring (MAM)",West Virginia,Mid-Century,Intermediate emissions (SSP2-4.5),Spring (MAM),PNG preview image,7/8/25,
Mid-Century/Summer (JJA),MC_SSP245_Precip_Summer_West Virginia.aix,"West Virginia, Mid-Century, Intermediate emissions (SSP2-4.5), Summer (JJA)",West Virginia,Mid-Century,Intermediate emissions (SSP2-4.5),Summer (JJA),ArcGIS AIX data file,8/26/25,
Mid-Century/Summer (JJA),MC_SSP245_Precip_Summer_West Virginia.png,"West Virginia, Mid-Century, Intermediate emissions (SSP2-4.5), Summer (JJA)",West Virginia,Mid-Century,Intermediate emissions (SSP2-4.5),Summer (JJA),PNG preview image,7/8/25,
Mid-Century/Winter (DJF),MC_SSP245_Precip_Winter_West Virginia.aix,"West Virginia, Mid-Century, Intermediate emissions (SSP2-4.5), Winter (DJF)",West Virginia,Mid-Century,Intermediate emissions (SSP2-4.5),Winter (DJF),ArcGIS AIX data file,8/26/25,
Mid-Century/Winter (DJF),MC_SSP245_Precip_Winter_West Virginia.png,"West Virginia, Mid-Century, Intermediate emissions (SSP2-4.5), Winter (DJF)",West Virginia,Mid-Century,Intermediate emissions (SSP2-4.5),Winter (DJF),PNG preview image,7/8/25,
Mid-Century/Annual,MC_SSP245_WI_Annual_Precip_053025.ai,"Wisconsin, Mid-Century, Intermediate emissions (SSP2-4.5), Annual",Wisconsin,Mid-Century,Intermediate emissions (SSP2-4.5),Annual,Adobe Illustrator source,5/30/25,
Mid-Century/Annual,MC_SSP245_WI_Annual_Precip_052725.aix,"Wisconsin, Mid-Century, Intermediate emissions (SSP2-4.5), Annual",Wisconsin,Mid-Century,Intermediate emissions (SSP2-4.5),Annual,ArcGIS AIX data file,5/27/25,
Mid-Century/Annual,MC_SSP245_WI_Annual_Precip_052725.jpg,"Wisconsin, Mid-Century, Intermediate emissions (SSP2-4.5), Annual",Wisconsin,Mid-Century,Intermediate emissions (SSP2-4.5),Annual,JPEG preview image,5/27/25,
Mid-Century/Fall (SON),MC_SSP245_WI_SON_Precip_052725.aix,"Wisconsin, Mid-Century, Intermediate emissions (SSP2-4.5), Fall (SON)",Wisconsin,Mid-Century,Intermediate emissions (SSP2-4.5),Fall (SON),ArcGIS AIX data file,5/27/25,
Mid-Century/Fall (SON),MC_SSP245_WI_SON_Precip_052725.jpg,"Wisconsin, Mid-Century, Intermediate emissions (SSP2-4.5), Fall (SON)",Wisconsin,Mid-Century,Intermediate emissions (SSP2-4.5),Fall (SON),JPEG preview image,5/27/25,
Mid-Century/Spring (MAM),MC_SSP245_WI_MAM_Precip_053025.ai,"Wisconsin, Mid-Century, Intermediate emissions (SSP2-4.5), Spring (MAM)",Wisconsin,Mid-Century,Intermediate emissions (SSP2-4.5),Spring (MAM),Adobe Illustrator source,5/30/25,
Mid-Century/Spring (MAM),MC_SSP245_WI_MAM_Precip_052725.aix,"Wisconsin, Mid-Century, Intermediate emissions (SSP2-4.5), Spring (MAM)",Wisconsin,Mid-Century,Intermediate emissions (SSP2-4.5),Spring (MAM),ArcGIS AIX data file,5/27/25,
Mid-Century/Spring (MAM),MC_SSP245_WI_MAM_Precip_052725.jpg,"Wisconsin, Mid-Century, Intermediate emissions (SSP2-4.5), Spring (MAM)",Wisconsin,Mid-Century,Intermediate emissions (SSP2-4.5),Spring (MAM),JPEG preview image,5/27/25,
Mid-Century/Summer (JJA),MC_SSP245_WI_JJA_Precip_052725.aix,"Wisconsin, Mid-Century, Intermediate emissions (SSP2-4.5), Summer (JJA)",Wisconsin,Mid-Century,Intermediate emissions (SSP2-4.5),Summer (JJA),ArcGIS AIX data file,5/27/25,
Mid-Century/Summer (JJA),MC_SSP245_WI_JJA_Precip_052725.jpg,"Wisconsin, Mid-Century, Intermediate emissions (SSP2-4.5), Summer (JJA)",Wisconsin,Mid-Century,Intermediate emissions (SSP2-4.5),Summer (JJA),JPEG preview image,5/27/25,
Mid-Century/Winter (DJF),MC_SSP245_WI_DJF_Precip_052725.aix,"Wisconsin, Mid-Century, Intermediate emissions (SSP2-4.5), Winter (DJF)",Wisconsin,Mid-Century,Intermediate emissions (SSP2-4.5),Winter (DJF),ArcGIS AIX data file,5/27/25,
Mid-Century/Winter (DJF),MC_SSP245_WI_DJF_Precip_052725.jpg,"Wisconsin, Mid-Century, Intermediate emissions (SSP2-4.5), Winter (DJF)",Wisconsin,Mid-Century,Intermediate emissions (SSP2-4.5),Winter (DJF),JPEG preview image,5/27/25,
Mid-Century/Annual,MC_SSP245_WY_Annual_Precip_053025.ai,"Wyoming, Mid-Century, Intermediate emissions (SSP2-4.5), Annual",Wyoming,Mid-Century,Intermediate emissions (SSP2-4.5),Annual,Adobe Illustrator source,5/30/25,
Mid-Century/Annual,MC_SSP245_WY_Annual_Precip_052725.aix,"Wyoming, Mid-Century, Intermediate emissions (SSP2-4.5), Annual",Wyoming,Mid-Century,Intermediate emissions (SSP2-4.5),Annual,ArcGIS AIX data file,5/27/25,
Mid-Century/Annual,MC_SSP245_WY_Annual_Precip_052725.jpg,"Wyoming, Mid-Century, Intermediate emissions (SSP2-4.5), Annual",Wyoming,Mid-Century,Intermediate emissions (SSP2-4.5),Annual,JPEG preview image,5/27/25,
Mid-Century/Fall (SON),MC_SSP245_WY_SON_Precip_052725.aix,"Wyoming, Mid-Century, Intermediate emissions (SSP2-4.5), Fall (SON)",Wyoming,Mid-Century,Intermediate emissions (SSP2-4.5),Fall (SON),ArcGIS AIX data file,5/27/25,
Mid-Century/Fall (SON),MC_SSP245_WY_SON_Precip_052725.jpg,"Wyoming, Mid-Century, Intermediate emissions (SSP2-4.5), Fall (SON)",Wyoming,Mid-Century,Intermediate emissions (SSP2-4.5),Fall (SON),JPEG preview image,5/27/25,
Mid-Century/Spring (MAM),MC_SSP245_WY_MAM_Precip_053025.ai,"Wyoming, Mid-Century, Intermediate emissions (SSP2-4.5), Spring (MAM)",Wyoming,Mid-Century,Intermediate emissions (SSP2-4.5),Spring (MAM),Adobe Illustrator source,5/30/25,
Mid-Century/Spring (MAM),MC_SSP245_WY_MAM_Precip_052725.aix,"Wyoming, Mid-Century, Intermediate emissions (SSP2-4.5), Spring (MAM)",Wyoming,Mid-Century,Intermediate emissions (SSP2-4.5),Spring (MAM),ArcGIS AIX data file,5/27/25,
Mid-Century/Spring (MAM),MC_SSP245_WY_MAM_Precip_052725.jpg,"Wyoming, Mid-Century, Intermediate emissions (SSP2-4.5), Spring (MAM)",Wyoming,Mid-Century,Intermediate emissions (SSP2-4.5),Spring (MAM),JPEG preview image,5/27/25,
Mid-Century/Summer (JJA),MC_SSP245_WY_JJA_Precip_052725.aix,"Wyoming, Mid-Century, Intermediate emissions (SSP2-4.5), Summer (JJA)",Wyoming,Mid-Century,Intermediate emissions (SSP2-4.5),Summer (JJA),ArcGIS AIX data file,5/27/25,
Mid-Century/Summer (JJA),MC_SSP245_WY_JJA_Precip_052725.jpg,"Wyoming, Mid-Century, Intermediate emissions (SSP2-4.5), Summer (JJA)",Wyoming,Mid-Century,Intermediate emissions (SSP2-4.5),Summer (JJA),JPEG preview image,5/27/25,
Mid-Century/Winter (DJF),MC_SSP245_WY_DJF_Precip_052725.aix,"Wyoming, Mid-Century, Intermediate emissions (SSP2-4.5), Winter (DJF)",Wyoming,Mid-Century,Intermediate emissions (SSP2-4.5),Winter (DJF),ArcGIS AIX data file,5/27/25,
Mid-Century/Winter (DJF),MC_SSP245_WY_DJF_Precip_052725.jpg,"Wyoming, Mid-Century, Intermediate emissions (SSP2-4.5), Winter (DJF)",Wyoming,Mid-Century,Intermediate emissions (SSP2-4.5),Winter (DJF),JPEG preview image,5/27/25,
